egg_subs	dairy_subs	margarine	meat_subs	yeast	mushroom	grain	corn	rice	gluten	noodle	pungent	nut	coconut	chocolate	coffee	seed	avocado	oil	olive	smoke	paste	peppercorn	curry	misc_spice	warm_spice	legume	pod	tofu	tuber	sweet_tuber	tapioca	potato	bulb	sprout	artichoke	herb	green	cabbage	lettuce	seaweed	tomato	eggplant	sweet_pepper	hot_pepper	squash	melon	plantain	pome_fruit	stone_fruit	tropical_fruit	berry	sweet_fruit	citrus	vinegar	alcohol	complex_sugar
egg_substitute	milk_substitute	margarine	chicken_substitute	yeast	mushrooms	grain_flour	corn	rice	gluten	pasta	mustard	nuts	coconut	chocolate	coffee	seeds	avocado	sesame_oil	olives	smoke	sesame_paste	pepper_spice	curry	spices	cinnamon_cloves	soybeans	okra	tofu	tubers	sweet_potatoes_yams	tapioca	potatoes	garlic	sprouts	artichoke	herbs	kale	broccoli	chicory	seaweed	tomatoes	eggplants	bell_peppers	chili_pepper	squashes_gourds	melons	plantains_bananas	pears	peaches	tropical_fruits	strawberries	dates	citrus	vinegar	wine	maple_syrup
mayo_vegan	cheese_substitute		meat_substitute			wheat_flour	cornmeal			noodles	horseradish	almonds						olive oil	capers						ginger	beans	green_beans	miso	carrots				leeks_green_onions	asparagus		celery	greens	cauliflower	lettuce							cucumbers		apples	plums_apricots	mangoes	berries_pomegranate	figs		wine_vinegar	alcohol_liqueur	molasses
	sour_cream_substitute		sausage_substitute			cornmeal				rice_noodles	fennel	peanuts						oil	olive oil						vanilla	lentils	pea_pods		beets				onions_shallots			vegetable_stock	spinach	cabbage										cider	cherries	pineapple	cranberries	raisins		fruit_vinegar	beer	raw_sugar
	yogurt_substitute					grains				bean_thread_noodles								pesto	pesto							chickpeas										tea														persimmons		grapes				
						wheat																				peas																														
						oats																				mung_beans																														
